4
19
20
10
9 12 -4 0 
-9 13 1 -6 0 0 -1 -1 4 0 0 7 0 0 0 -1 -7 0 0 
0 19 -17 0 1 -2 -1 0 0 0 0 0 0 0 0 0 0 0 -4 9 
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
0 END
